,Name,School,L10_High_VT,L10_Ave_VT,Freshman,NCAA_High_VT,NCAA_Ave_VT,VT_nqs
318,Ella Castellanos,LIU,9.175,5.492857142857143,2021,0.0,0.0,0.0
319,Melanie Stone,Cornell,9.15,6.6359375,2022,0.0,0.0,0.0
320,Emily Lopez,Boise State,9.8,5.7057142857142855,2021,9.9,9.814,9.86
321,Gianna Graver,New Hampshire,9.5,6.627777777777776,2021,9.6,9.481,0.0
322,Chloi Clark,Florida,9.775,7.428947368421053,2022,9.825,9.769,0.0
323,Reagan Jones,LIU,7.75,1.2916666666666667,2021,9.625,9.113,0.0
324,Mya Hooten,Minnesota,9.875,6.711607142857143,2021,9.975,9.869,9.945
325,Ana Kenefick,Pennsylvania,9.625,7.545161290322579,2022,0.0,0.0,0.0
326,Sarah Haxton,Kent State,9.35,6.798214285714286,2021,0.0,0.0,0.0
327,Hannah Ruthberg,Ball State,9.7,7.285227272727273,2021,9.825,9.719,9.795
328,Sarah Girot,Towson,9.35,5.449999999999999,2021,0.0,0.0,0.0
329,Calah Newman,Rutgers,9.55,7.550999999999999,2021,9.8,9.71,9.795
330,Gillian Fletcher,West Virginia,9.525,7.58014705882353,2022,9.775,9.688,0.0
331,Kaitlyn Donovan,Illinois State,9.7,7.584090909090909,2022,9.7,9.633,0.0
332,Jenna Mulligan,Michigan,9.8,7.573484848484848,2022,9.825,9.787,0.0
333,Jamie Shearer,North Carolina,9.4,7.0815217391304355,2021,9.65,9.569,0.0
334,Sofia Huang,William & Mary,9.525,7.733928571428571,2022,9.55,9.453,9.48
335,Hannah Moon,Lindenwood,9.325,6.751612903225806,2021,9.7,9.646,9.635
336,Sara Kenefick,Pennsylvania,9.4,7.2925,2022,9.8,9.738,0.0
337,Taylor Doten,LIU,9.05,8.881250000000001,2021,0.0,0.0,0.0
338,Genevieve Czaplewski,UW-Stout,8.9,8.76,2021,0.0,0.0,0.0
339,Anaya Smith,Arizona State,9.9,6.9750000000000005,2021,9.925,9.864,9.905
340,Mia Falcone,UW-Whitewater,9.7,5.807692307692308,2022,0.0,0.0,0.0
341,Anna Speller,S.E. Missouri,9.35,4.632291666666665,2021,0.0,0.0,0.0
342,Anna Grace McCullough,Eastern Michigan,9.225,5.43,2021,9.8,9.658,9.73
343,Elena Arenas,LSU,9.825,6.821093749999999,2021,9.95,9.852,9.895
344,Allie McClure,Alaska,9.6,5.1571428571428575,2022,9.725,9.457,9.6
345,Kieran Ross,Rutgers,8.95,1.7899999999999998,2021,9.425,9.425,0.0
346,Amber Mueller,Central Michigan,9.45,6.560714285714285,2021,0.0,0.0,0.0
347,J'Chelle Heard,Illinois State,9.75,6.5765625000000005,2021,9.9,9.773,9.845
348,Anna Zoromski,UW-Oshkosh,9.2,7.133333333333333,2022,0.0,0.0,0.0
349,Adeline Kenlin,Iowa,9.55,6.236111111111111,2021,9.85,9.812,9.85
350,Kiara Brown,UW-Stout,9.325,6.7410000000000005,2021,9.6,9.307,9.445
351,Allison Zuhlke,Towson,9.3,6.180172413793103,2021,9.875,9.748,9.84
352,Keira Boetel,UW-La Crosse,9.45,6.526190476190477,2021,9.3,9.2,0.0
353,Elena Deets,Arizona,9.775,5.089024390243901,2021,0.0,0.0,0.0
354,Estee Flom,UW-Whitewater,8.85,4.75,2021,0.0,0.0,0.0
355,Raisa Boris,Eastern Michigan,9.25,5.986111111111111,2021,9.675,9.441,9.545
356,Sydney Schaffer,Missouri,9.825,6.212878787878789,2021,9.825,9.746,9.77
357,Courtney Tripp,Centenary College,9.375,5.866176470588234,2021,9.55,9.45,0.0
358,Meilin Sullivan,Oklahoma,9.725,6.2839285714285715,2022,9.75,9.75,0.0
359,Stephanie Zannella,Rutgers,9.45,4.603571428571429,2021,9.575,9.462,0.0
360,Mackenzie Aresta,Temple,9.625,7.294444444444443,2021,9.825,9.719,9.765
361,Myra Daniels,Rutgers,9.15,3.6500000000000004,2021,0.0,0.0,0.0
362,Courtney Morrison,Hamline,9.425,6.959615384615384,2015,0.0,0.0,0.0
363,Carly Troilo,Ursinus College,9.2,7.066071428571428,2022,9.5,9.411,9.41
364,Lauren Johnson,Georgia,9.75,4.394791666666666,2014,9.975,9.829,9.905
365,Danae Fletcher,Oklahoma,9.8,5.914062500000001,2022,9.95,9.862,9.887
366,Jada Mangahas,Arizona State,9.75,6.653676470588238,2021,9.9,9.8,9.865
367,Anneliese Silverman,George Washington,9.6,6.65142857142857,2021,0.0,0.0,0.0
368,Sandra Jessen,Stanford,9.7,7.08125,2021,9.7,9.631,0.0
369,Jessica Hutchinson,Denver,9.85,6.489130434782606,2021,9.9,9.834,9.88
370,Tayler Osterhout,Maryland,9.8,6.380147058823528,2021,0.0,0.0,0.0
371,Kendall Whitman,George Washington,9.825,7.626250000000001,2021,9.9,9.793,9.85
372,Sarah Fitzgerald,Sacramento State,9.65,6.864473684210527,2022,9.825,9.734,9.77
373,Emily White,North Carolina,9.325,6.0581249999999995,2019,9.925,9.805,9.85
374,Madison Heffern,Cortland State,8.85,6.81,2022,0.0,0.0,0.0
375,Samantha Gilbert,Maryland,9.7,7.116379310344827,2021,9.85,9.681,9.755
376,McKenna Weiner,Brown,9.275,6.3545454545454545,2022,0.0,0.0,0.0
377,Sydney Thomas-Lutchmedial,Alaska,8.9,5.9,2022,9.55,8.738,0.0
378,Ashley Cromer,Ursinus College,9.275,6.657894736842106,2022,9.45,9.204,9.245
379,Gianna Gerdes,Minnesota,9.825,7.3005102040816325,2021,9.875,9.798,9.84
380,Emma Pritchard,Ohio State,9.8,7.361111111111111,2021,9.8,9.8,0.0
381,Avery Balser,Rutgers,9.65,7.1979729729729724,2021,9.7,9.645,9.69
382,Lauren Miller,Air Force,9.55,6.565178571428571,2018,9.8,9.574,9.755
383,Ella Barrington,LIU,9.375,6.8076923076923075,2021,0.0,0.0,0.0
384,Kendall George,Northern Illinois,9.725,7.268918918918918,2021,9.55,9.081,0.0
385,Sydney Hayashi,Michigan State,9.375,6.280147058823529,2021,0.0,0.0,0.0
386,Kaitlyn Hoiland,Oregon State,9.425,6.64609375,2021,0.0,0.0,0.0
387,Bailey McCabe,Arizona,9.65,7.3954545454545455,2021,0.0,0.0,0.0
388,Kaylee Sugimoto,Illinois State,9.225,5.622727272727272,2021,0.0,0.0,0.0
389,Adison Tanguay,Ursinus College,9.0,8.549999999999999,2022,0.0,0.0,0.0
390,Velandra Brochi,Air Force,9.6,7.271875,2022,9.775,9.668,9.74
391,Steelie King,Texas Woman's,9.75,7.14375,2021,9.85,9.687,9.795
392,Haleigh Bryant,LSU,10.0,7.341071428571427,2021,10.0,9.9,9.995
393,Skylar Killough-Wilhelm,Washington,9.825,7.197499999999999,2021,9.9,9.79,9.84
394,Gabby Perea,California,9.725,9.616666666666667,2022,0.0,0.0,0.0
395,Rylie Mundell,Denver,9.95,7.51086956521739,2021,9.95,9.817,9.905
396,Chae Campbell,UCLA,10.0,7.263043478260869,2021,9.95,9.89,9.935
397,Olivia Dunne,LSU,9.825,6.818333333333333,2021,0.0,0.0,0.0
398,Isabella Magnelli,Kentucky,9.9,7.2654411764705875,2021,9.9,9.786,9.88
399,Sydney Benson,BYU,9.85,4.9085714285714275,2022,9.9,9.821,9.835
400,Anna Hartley,Southern Utah,9.725,7.457500000000001,2022,9.8,9.707,9.72
401,Ava Gaudet,Winona State,0.0,0.0,2022,0.0,0.0,0.0
402,Carly Bauman,Michigan,9.875,7.259558823529413,2021,0.0,0.0,0.0
403,Erin Fortman,Minnesota,9.2,6.59051724137931,2021,0.0,0.0,0.0
404,Kyra Burns,Missouri,9.8,7.233695652173914,2022,0.0,0.0,0.0
405,Aubri Schwartze,Southern Utah,9.45,4.609374999999999,2021,0.0,0.0,0.0
406,Grace Taylor,Georgia,9.25,6.53409090909091,2009,0.0,0.0,0.0
407,Brianna Brooks,Utah State,9.75,6.994354838709679,2021,9.875,9.686,9.82
408,Katie McNamara,Washington,9.675,7.033653846153844,2021,9.875,9.764,9.78
409,Sara Ulias,UCLA,9.4,5.743421052631579,2021,0.0,0.0,0.0
410,Sophia McClelland,BYU,9.575,5.607500000000001,2021,0.0,0.0,0.0
411,Sarina Ross,Bowling Green,9.25,5.802272727272728,2021,9.475,9.412,0.0
412,Riley Goldberg,LIU,9.45,8.925,2021,9.45,9.158,0.0
413,Lauren Goble,UW-Whitewater,9.375,5.883823529411765,2021,9.375,9.375,0.0
414,Katelyn Searle,Sacramento State,9.475,6.281249999999999,2022,0.0,0.0,0.0
415,Reyna Guggino,Michigan,9.675,6.859999999999999,2021,10.0,9.812,9.945
416,Emily Wood,Rutgers,9.25,4.9487499999999995,2021,0.0,0.0,0.0
417,Katie Kowalski,Central Michigan,9.7,6.931730769230769,2021,9.9,9.828,9.89
418,Angel Stuart,Utah State,9.625,6.500000000000001,2021,9.825,9.725,0.0
419,Lauren Kramer,Brown,9.2,5.621153846153846,2022,9.7,9.488,9.66
420,Audrey Koester,UW-Oshkosh,9.3,6.75,2021,9.6,9.319,9.42
421,Katy Cash,Gustavus Adolphus,9.275,9.175,2021,9.25,8.942,0.0
422,Lauren Bannister,Bowling Green,9.625,6.701785714285714,2022,9.675,9.609,9.645
423,Suki Pfister,Ball State,9.525,6.234821428571428,2021,9.95,9.774,9.895
424,Regina Walton,Cornell,9.5,7.3410714285714285,2022,9.75,9.641,9.72
425,Sierra Bauman,New Hampshire,9.7,7.472619047619049,2021,9.7,9.594,9.615
426,Madison Rush,Lindenwood,9.525,6.984,2021,0.0,0.0,0.0
427,Sheridan Ramsey,Oklahoma,9.75,6.093478260869566,2022,9.875,9.756,9.815
428,Kinsey Davis,Nebraska,9.8,6.8374999999999995,2021,9.9,9.819,9.865
429,Sarah Moravansky,Western Michigan,9.7,6.594565217391303,2021,9.875,9.806,9.855
430,Lanie Hyman,Temple,9.6,7.722916666666667,2021,9.725,9.637,0.0
431,Cyrena Whalen,Temple,9.425,5.727631578947369,2021,0.0,0.0,0.0
432,Olivia Lynd,Northern Illinois,9.65,6.841666666666666,2021,9.625,9.492,9.575
433,Kaitlyn Farley,UW-La Crosse,9.075,8.885,2022,0.0,0.0,0.0
434,Ananda Brown,Auburn,9.925,7.047368421052631,2022,0.0,0.0,0.0
435,Kelly Sulek,Ball State,9.3,5.24375,2021,0.0,0.0,0.0
436,Eva Phair,Cornell,0.0,0.0,2022,0.0,0.0,0.0
437,Chase Brock,LSU,9.95,6.551515151515153,2021,9.9,9.825,9.82
438,Connie Hsu,Pennsylvania,9.725,6.764,2022,9.825,9.736,9.735
439,Savannah Newsome,Lindenwood,9.175,6.3804687499999995,2021,0.0,0.0,0.0
440,Jayci Jordan,Southern Conn.,9.1,6.910714285714286,2022,0.0,0.0,0.0
441,Sophia Lee,Stanford,9.825,6.068181818181818,2014,9.825,9.825,0.0
442,Emma Kelley,Arkansas,9.8,6.918181818181818,2022,9.8,9.75,9.765
443,Emma Morgenthaler,Sacramento State,9.9,7.314473684210529,2022,9.9,9.752,9.86
444,Gabi Wickman,Washington,9.7,5.675,2021,0.0,0.0,0.0
445,Amanda Zeng,Stanford,9.75,6.934166666666667,2021,9.8,9.617,9.76
446,Jaylene Gilstrap,Utah,9.725,4.840625,2021,0.0,0.0,0.0
447,Sydney Gonzales,Oregon State,9.85,7.891406250000001,2021,9.9,9.81,9.845
448,Giana Kalefe,Michigan State,9.75,5.64125,2022,0.0,0.0,0.0
449,Cathy Eksteen,Washington,9.75,5.802380952380953,2021,0.0,0.0,0.0
450,Eve Jackson,Utah State,9.725,7.911538461538463,2021,9.825,9.659,9.765
451,Savannah Gonzalez,Ohio State,9.6,7.618181818181819,2021,0.0,0.0,0.0
452,Megan Ray,UC Davis,9.8,7.854000000000001,2022,9.825,9.766,9.795
453,Carissa Clay,Kentucky,9.65,6.240476190476191,2022,0.0,0.0,0.0
454,Alani Sabado,Utah,9.825,7.534375,2021,9.8,9.8,0.0
455,Kaitlyn Lyle,UC Davis,9.6,5.2562500000000005,2022,0.0,0.0,0.0
456,Sarah Clark,Arizona State,9.7,6.332258064516129,2021,0.0,0.0,0.0
457,Ariana Young,Oregon State,9.775,6.965789473684211,2021,9.725,9.725,0.0
458,Claire Qu,Yale,9.4,7.425000000000001,2022,0.0,0.0,0.0
459,Jenna Eagles,Lindenwood,9.55,5.7,2021,9.5,9.375,0.0
460,Grace Sumner,Ball State,9.55,6.801666666666667,2022,0.0,0.0,0.0
461,Kaitlyn Ewald,Illinois,9.625,7.8519999999999985,2021,0.0,0.0,0.0
462,Kelsey Kollhoff,UW-Whitewater,9.325,6.0874999999999995,2021,9.475,9.396,9.38
463,Gillian Rutz,Arkansas,9.85,7.341129032258066,2021,0.0,0.0,0.0
464,Kristen Kuhn,Pennsylvania,9.4,7.233333333333333,2022,0.0,0.0,0.0
465,Hyla Betts,West Chester,9.15,6.469565217391307,2022,0.0,0.0,0.0
466,Dani Petrousek,Western Michigan,9.725,7.417021276595742,2021,9.825,9.678,9.77
467,Kennedy Weinpert,Kent State,9.5,7.332142857142857,2021,9.8,9.66,0.0
468,Payton Lynch,George Washington,9.475,7.3,2021,0.0,0.0,0.0
469,Lydia Anderson,Winona State,8.95,7.376785714285714,2021,0.0,0.0,0.0
470,Elizabeth Shearns,Air Force,9.325,6.568055555555555,2021,0.0,0.0,0.0
471,Talia Little,Boise State,9.5,7.420833333333334,2021,0.0,0.0,0.0
472,Bailey Bunn,Kentucky,9.725,7.195714285714285,2021,9.85,9.8,9.83
473,Tara Walsh,Auburn,9.55,7.21891891891892,2022,9.825,9.795,0.0
474,Naomi German,Michigan State,9.7,7.4350000000000005,2021,9.6,9.575,0.0
475,Gabrielle Diaz,North Carolina State,9.8,7.542241379310346,2021,9.875,9.717,9.805
476,Campbell Marr,Pennsylvania,9.175,6.776470588235293,2022,0.0,0.0,0.0
477,Maggie Mace,Penn State,9.25,5.83375,2022,0.0,0.0,0.0
478,Kalise Newson,Missouri,9.7,5.939166666666667,2021,0.0,0.0,0.0
479,Faith Lerro,Pittsburgh,9.0,3.172727272727273,2021,0.0,0.0,0.0
480,Nay'yarrah Winder,Pittsburgh,9.45,4.725,2021,9.675,9.637,0.0
481,Adriana Bustelo,Central Michigan,9.65,7.024107142857143,2021,0.0,0.0,0.0
482,Audrey Lynn,Oklahoma,9.65,5.745833333333334,2021,9.875,9.875,0.0
483,Bell Johnson,Oklahoma,9.725,7.230555555555556,2021,0.0,0.0,0.0
484,Hayley Perkins,Alaska,9.05,5.26,2022,9.35,9.225,0.0
485,Audrey Davis,Oklahoma,9.65,3.9020833333333336,2021,9.95,9.827,9.898
486,Genesis Gibson,Nebraska,8.775,4.3875,2022,0.0,0.0,0.0
487,Nicole Norris,West Virginia,9.0,5.674038461538464,2021,0.0,0.0,0.0
488,Chloe Asper,West Virginia,9.575,7.283620689655172,2021,0.0,0.0,0.0
489,Lauren Wicker,West Chester,9.0,6.643,2022,0.0,0.0,0.0
490,Naya Robinson,Springfield College,9.375,5.047222222222222,2022,0.0,0.0,0.0
491,Kiana Lewis,West Virginia,9.85,7.831818181818184,2021,9.875,9.782,9.835
492,Cory Shinohara,North Carolina,9.8,7.621153846153846,2022,9.875,9.788,9.815
493,Stephanie Berger,Ohio State,9.75,6.795454545454544,2022,0.0,0.0,0.0
494,Emily Buffington,UW-Oshkosh,9.5,5.803125,2021,9.875,9.452,9.705
495,Lydia Webb,S.E. Missouri,9.325,5.4125,2021,9.725,9.406,9.54
496,Julia Bedell,Brown,9.65,7.328947368421051,2022,9.825,9.721,9.815
497,Simona Kerekes,Towson,9.6,6.871568627450981,2021,9.725,9.7,0.0
498,Angela Xing,Brown,9.575,7.424999999999999,2022,9.825,9.644,9.77
499,Cael Bixler,LIU,9.75,7.048214285714286,2022,0.0,0.0,0.0
500,Danielle Press,Nebraska,9.875,7.154166666666666,2021,9.875,9.563,9.5
501,Emiley Kahl,Southern Conn.,8.95,3.802777777777777,2022,0.0,0.0,0.0
502,Madison Whitaker,West Chester,9.2,6.976388888888888,2022,0.0,0.0,0.0
503,Jordan Olszewski,Arkansas,9.825,5.964814814814814,2021,9.85,9.793,9.83
504,Jojo Warga,Ohio State,9.325,4.5,2021,0.0,0.0,0.0
505,Caitlyn Walsh,Cornell,9.3,6.5616666666666665,2022,9.425,9.188,0.0
506,Natalie Cross,Penn State,9.625,7.550000000000002,2021,9.85,9.77,9.78
507,Madison Kipp,Illinois State,9.7,7.489999999999999,2021,9.85,9.731,0.0
508,Elizabeth Buttle,Central Michigan,9.55,7.36315789473684,2021,0.0,0.0,0.0
509,Cassidy Stuart,Towson,9.675,6.89537037037037,2021,9.55,9.55,0.0
510,Emma Grace Sargent,Brockport,9.275,9.225000000000001,2022,9.775,9.633,9.645
511,Kiley Fred,West Chester,9.225,7.375,2022,9.775,9.577,9.7
512,Sydney Schumaker,Brockport,9.575,4.56875,2022,9.85,9.69,9.76
513,Emma Otsu,UC Davis,10.0,7.122222222222223,2022,9.85,9.739,9.79
514,Mia Hebinck,Denver,9.8,6.453333333333333,2022,9.425,9.425,0.0
515,Paige Richter,Brown,9.4,5.76,2022,0.0,0.0,0.0
516,Lara Burhans,Arizona,9.6,4.65625,2022,0.0,0.0,0.0
517,Adabelle Wright,Cornell,9.3,7.2170000000000005,2022,0.0,0.0,0.0
518,Lauren Letzsch,Oregon State,9.825,5.378125000000001,2022,9.85,9.795,9.81
519,Simone Evans,Lindenwood,9.675,6.607142857142858,2022,9.85,9.622,9.74
520,Ashley Resch,Illinois,9.7,7.636904761904763,2022,9.675,9.675,0.0
521,Sarah Knetzke,UW-Whitewater,9.15,6.8175,2022,0.0,0.0,0.0
522,Lara Swords,Brown,9.475,6.94264705882353,2022,9.425,9.425,0.0
523,Hailey Davis,Kentucky,9.6,6.311607142857143,2021,0.0,0.0,0.0
524,Katie Finnegan,Georgia,9.775,7.223809523809524,2021,0.0,0.0,0.0
525,Renee Schugman,Temple,9.65,7.572727272727271,2021,9.85,9.7,9.75
526,Sherry Wang,Yale,9.8,6.885135135135133,2022,9.775,9.594,9.72
527,Maya MacDonald,New Hampshire,9.65,6.840624999999999,2021,9.8,9.58,0.0
528,Carina Jordan,North Carolina State,9.75,7.183653846153845,2021,9.8,9.712,9.765
529,Sophie Dudley,BYU,9.8,7.211904761904762,2022,9.725,9.712,0.0
530,Sierra Ballard,LSU,9.625,7.269444444444443,2021,0.0,0.0,0.0
531,Alyssa Manley,Alaska,9.375,7.467647058823532,2022,9.6,9.528,9.535
532,Jordan Jankowski,Eastern Michigan,9.275,5.521153846153847,2022,0.0,0.0,0.0
533,Brooklyn Kopsack,Alaska,9.35,9.166666666666668,2022,9.625,9.552,9.565
534,Lily McFarland,West Chester,9.3,6.570833333333334,2022,9.725,9.521,9.48
535,Brooke Donabedian,Temple,9.45,7.556617647058825,2021,0.0,0.0,0.0
536,Hanna Zebdi,Southern Conn.,9.7,7.3325,2022,9.8,9.7,9.765
537,Taylor Raskin,Arizona,0.0,0.0,2021,0.0,0.0,0.0
538,Taylor Bushey,Brockport,9.3,5.531944444444443,2022,0.0,0.0,0.0
539,Maggie Ayers,Penn State,9.3,6.460714285714285,2021,9.8,9.681,0.0
540,Anna Grace McCullough,Eastern Michigan,9.525,5.92875,2021,9.8,9.658,9.73
541,Hannah Miller,BYU,9.75,7.085106382978724,2017,9.625,9.35,0.0
542,Julia Yitts,Rhode Island College,8.7,8.7,2022,0.0,0.0,0.0
543,Natalie Galioto,Brockport,8.925,3.5275000000000003,2022,9.275,9.275,0.0
544,Jaidyn Raby,Rutgers,9.1,5.021428571428572,2021,9.175,9.175,0.0
545,Mia Rose Thackston,Temple,9.3,5.2749999999999995,2021,9.65,9.65,0.0
546,Kareena McSweeny,Iowa,9.175,6.442307692307693,2022,0.0,0.0,0.0
547,Ellie Lazzari,Florida,9.825,7.519444444444444,2021,9.9,9.842,9.865
548,Delaney Brown,Cortland State,8.9,8.675,2022,9.55,9.403,9.46
549,Agatha Handono,West Virginia,9.45,6.622222222222222,2021,0.0,0.0,0.0
550,Caroline Herry,Arizona,9.75,7.048387096774193,2021,9.825,9.725,9.78
551,Isabel Plaza,Centenary College,9.1,8.883333333333335,2021,9.575,9.452,9.51
552,Madison Benson,North Carolina State,9.925,5.20603448275862,2021,9.85,9.76,9.81
553,Victoria Henry,Ball State,9.8,7.677500000000001,2021,9.925,9.756,9.855
554,Allie Morgan,Illinois,9.725,9.435,2022,0.0,0.0,0.0
555,Kaia Parker,Iowa State,9.6,7.246296296296297,2021,9.825,9.661,9.79
556,Hannah Oliveros,Ohio State,9.775,5.959999999999999,2021,0.0,0.0,0.0
557,Claudia Walter,UW-La Crosse,9.2,6.911111111111111,2021,0.0,0.0,0.0
558,Kate Greene,North Carolina,9.725,7.1916666666666655,2021,9.8,9.71,9.785
559,Nadia Drutau,Yale,9.7,6.7633333333333345,2022,0.0,0.0,0.0
560,Kyndall Gilbert,Kent State,9.775,5.49078947368421,2021,9.9,9.818,9.84
561,Sydney Bennett,Bowling Green,9.65,6.60952380952381,2022,9.8,9.655,0.0
562,Bryanna Deangelis,Cortland State,9.175,5.970833333333333,2022,0.0,0.0,0.0
563,Kaleigh Cleveland,Pittsburgh,9.725,6.24274193548387,2022,0.0,0.0,0.0
564,Michelle Reed,Lindenwood,9.65,7.311111111111111,2022,9.825,9.685,9.795
565,Jordan Kane,California,9.7,6.804166666666666,2022,0.0,0.0,0.0
566,Lucy Stanhope,Utah,9.625,9.625,2021,9.95,9.844,9.91
567,Grace Vaillancourt,Towson,9.4,7.610869565217394,2021,0.0,0.0,0.0
568,Elizabeth Cesarone,Central Michigan,9.7,7.208333333333333,2021,9.875,9.762,9.82
569,Taylor Kish,UW-Eau Claire,8.6,5.262499999999999,2021,0.0,0.0,0.0
570,Ilka Juk,LIU,9.225,9.225,2022,9.775,9.629,9.65
571,Emily Walker,Alaska,9.425,9.325,2022,0.0,0.0,0.0
572,Rylie Molina,Centenary College,9.3,7.557291666666666,2021,0.0,0.0,0.0
573,Audrey Arnold,Southern Conn.,8.6,8.524999999999999,2022,0.0,0.0,0.0
574,Montana Fairbairn,Alaska,9.625,4.8125,2022,9.625,9.392,0.0
575,Anne Kiley,Springfield College,9.3,6.101923076923078,2022,9.7,9.503,9.54
576,Trinity Macy,Pittsburgh,9.55,6.9556818181818185,2021,0.0,0.0,0.0
577,Jazmine Neely,Illinois State,9.825,7.357954545454545,2021,9.825,9.69,9.775
578,Taylor Russon,Washington,9.675,6.748000000000001,2021,0.0,0.0,0.0
579,Alana Ricketts,LIU,9.125,9.1125,2021,9.825,9.622,9.77
580,Cassi Barbanente,Arizona State,9.775,8.025,2021,9.85,9.772,9.79
581,Grace Costello,William & Mary,9.4,6.970588235294119,2021,9.65,9.6,0.0
582,Skye Harper,Arizona State,9.55,6.321875,2022,0.0,0.0,0.0
583,Meghan Bell,Ithaca College,9.225,5.646875,2022,9.5,9.372,9.375
584,Aya Mahgoub,Temple,9.775,7.226470588235294,2016,9.85,9.622,9.81
585,Sierra Brooks,Michigan,9.95,7.826190476190472,2021,10.0,9.88,9.98
586,Kiya Johnson,LSU,10.0,7.06206896551724,2021,9.975,9.89,9.95
587,Chloe Widner,Stanford,10.0,7.252777777777777,2021,9.875,9.812,0.0
588,Kai Rivers,LSU,9.95,7.867073170731711,2022,9.9,9.84,0.0
589,Makarri Doggette,Alabama,10.0,7.914880952380951,2021,9.925,9.842,9.825
590,Helen Hu,Missouri,9.775,7.545588235294118,2022,0.0,0.0,0.0
591,Raena Worley,Kentucky,9.8,7.086363636363635,2021,9.95,9.864,9.915
592,Aria Brusch,Auburn,9.9,6.943965517241381,2021,0.0,0.0,0.0
593,Kianna Yancey,West Virginia,9.75,6.79,2021,9.85,9.749,9.805
594,Mia Takekawa,Illinois,9.7,7.361363636363636,2021,9.9,9.797,9.845
595,Linda Zivat,Iowa,9.9,8.103,2022,9.925,9.855,9.88
596,Payton Murphy,Cornell,9.775,6.4863207547169806,2017,9.875,9.789,9.86
597,Elizabeth Culton,North Carolina,9.6,5.936363636363635,2021,9.8,9.693,9.695
598,Hannah Joyner,Rutgers,9.725,7.88695652173913,2021,9.9,9.636,9.85
599,Nyah Smith,Michigan State,9.725,7.769117647058823,2021,9.85,9.781,9.8
600,Cassie Stevens,Auburn,10.0,7.626829268292684,2021,9.975,9.835,9.913
601,Juliette Boyer,Arizona State,9.75,6.567499999999999,2021,9.775,9.733,0.0
602,Nevaeh DeSouza,California,10.0,7.192543859649122,2021,9.95,9.867,9.915
603,Adeline Sabados,Auburn,9.85,7.011538461538461,2021,9.85,9.792,9.8
604,Abby Paulson,Utah,9.7,5.420588235294118,2021,0.0,0.0,0.0
605,Jane Poniewaz,Oregon State,9.675,7.393518518518519,2021,9.825,9.733,0.0
606,Alexis Ortega,North Carolina State,9.825,7.341935483870967,2022,9.85,9.762,9.8
607,Amoree Lockhart,Denver,9.875,6.274038461538461,2021,0.0,0.0,0.0
608,Jillian Hoffman,Utah,9.875,7.018421052631579,2022,9.9,9.833,9.82
609,Angelica Labat,Illinois State,9.85,6.823863636363636,2021,9.95,9.774,9.91
610,Robyn Kelley,New Hampshire,9.75,7.20765306122449,2021,9.875,9.8,9.815
611,Mickayla Stuckey,Eastern Michigan,9.6,6.2646341463414625,2021,0.0,0.0,0.0
612,Kathryn Thaler,Nebraska,9.575,7.535606060606061,2021,0.0,0.0,0.0
613,Lindsey Hunter,BYU,9.475,7.210714285714286,2021,0.0,0.0,0.0
614,Gracie Reeves,Arizona State,9.7,7.318571428571427,2021,9.85,9.693,9.765
615,Brookelyn Sears,Northern Illinois,9.625,7.19642857142857,2021,9.825,9.758,9.78
616,Malia Hargrove,Arizona,9.9,7.588970588235296,2021,9.9,9.779,9.865
617,Kaylee Kho,Southern Utah,9.65,7.087500000000001,2022,0.0,0.0,0.0
618,Kamryn Ryan,LSU,9.825,7.227884615384616,2021,9.325,9.325,0.0
619,Anapaula Gutierrez,Stanford,10.0,7.361458333333333,2022,9.925,9.709,9.88
620,Ronni Binstock,Western Michigan,9.65,6.773076923076922,2021,9.8,9.727,9.77
621,Cienna Samiley,Arizona State,9.7,5.981451612903226,2022,9.8,9.681,0.0
622,Ella Hodges,Ohio State,9.45,7.053225806451613,2021,0.0,0.0,0.0
623,Grace Evans,Ball State,9.525,6.889583333333333,2021,0.0,0.0,0.0
624,Alexis Hankins,Ohio State,9.45,6.460416666666668,2021,0.0,0.0,0.0
625,Molly Parris,Eastern Michigan,9.775,6.85548780487805,2021,9.85,9.708,9.8
626,Kayla Bird,Oregon State,9.9,6.955405405405405,2021,9.825,9.769,9.775
627,Sofi Sullivan,Utah State,9.875,8.137500000000001,2022,0.0,0.0,0.0
628,Lauren Beckwith,Pittsburgh,9.675,7.551190476190478,2021,9.775,9.644,9.71
629,Emma Andres,UCLA,9.65,6.907638888888889,2021,9.825,9.825,0.0
630,Jenna Domingo,Oregon State,9.525,7.036764705882353,2021,0.0,0.0,0.0
631,Chloe Negrete,North Carolina State,9.825,7.918181818181818,2021,9.9,9.838,9.865
632,Amanda Cashman,Georgia,9.9,7.441346153846153,2021,9.85,9.713,9.815
633,Emily Shepard,North Carolina State,9.8,4.980357142857142,2021,9.9,9.845,9.88
634,Zoe Schweitzer,Ohio State,9.325,4.385869565217392,2021,0.0,0.0,0.0
635,Callie Schlottman,Denver,9.35,7.132758620689655,2021,0.0,0.0,0.0
636,Lauren Bolen,Towson,9.65,7.690909090909091,2021,9.9,9.804,9.86
637,Cassidy Rushlow,Penn State,9.775,6.65220588235294,2021,9.875,9.755,9.845
638,Kylie Gorgenyi,New Hampshire,10.0,7.332272727272727,2021,9.875,9.811,9.87
639,Amaya Marshall,Missouri,9.75,7.757954545454546,2021,9.85,9.774,9.81
